,country_code,sdr_id
0,SL,8623
1,SL,8624
2,SL,8625
3,SL,8626
4,SL,8627
5,SL,8628
6,SL,8629
7,SL,8630
8,SL,8631
9,SL,8632
10,SL,8634
11,SL,149746
12,SL,149745
13,LR,5513
14,LR,5514
15,LR,5515
16,LR,5516
17,LR,5517
18,LR,5518
19,LR,5519
20,LR,5520
21,LR,5521
22,LR,5522
23,LR,5523
24,LR,5524
25,LR,5525
26,LR,5526
27,LR,10714
28,GN,8
29,GN,4
30,GN,5
31,GN,2
